,Strain,Type,Percent Indica,Percent Sativa,THC Percent,Description 1,Description 2,Generated Description,Flavor,Effects,Rating,labs,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,ana360,psilabs,sclabs
1758,training-day,hybrid,0.7,0.3,0.21,Training Day is an indica dominant hybrid (70% indica/30% sativa) strain created through a cross of the classic,"Bred by DNA Genetics, Training Day is a 70% indica that combines parent strains Trainwreck and LA Confidential. This California native takes after its LA Confidential parent in aroma and delivers a pungent earthy and pine flavor. As demonstrated by its thick blanket of crystal resin, Training Day will put your THC tolerance to the test so novices should approach this strain with caution.",,Earthy Kush Pungent Grape Pine Woody Citrus Lime Chemical,"Body High Euphoria Happy Relaxing Sleepy Body High Euphoria Happy Relaxing Sleepy Relaxed,Euphoric,Tingly,Happy,Sleepy",4.5,training-day,,,0.0,0.0,,0.015,0.0,0.5166666666666667,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.5299999999999999,0.005,0.08666666666666667,0.04666666666666667,0.015,0.05666666666666665,0.17,0.095,0.06666666666666668,0.15333333333333332,0.01,0.0,15.72,13.74,,,0.07,0.13,0.06,0.19333333333333336,,,1.1,1.49,0.24,10.0,1.0,2.0,0.0
1759,sour-berry,hybrid,0.6,0.4,0.245,Sour Berry is a slightly indica dominant hybrid (60% indica/40% sativa) strain created through crossing the classic,,,Earthy Sweet Diesel Grape Sour Berry Pungent,Happy Relaxing Happy Relaxing,,sour-berry,,,,,,,,,,,,,0.3720000000000001,0.096,0.012,,0.615,0.754,,1.534,0.379,,0.605,2.884,,,42.27,5.045,,,,0.02,0.08,,,,,0.71,0.07,,2.0,0.0,0.0
1760,tangie-ghost-train,hybrid,0.3,0.7,0.195,Tangie Ghost Train is a rare sativa dominant hybrid strain created through crossing the classic,"Tangie Ghost Train is a wonderful genetic pairing of potent and familiar cultivars created through a collaboration with Rare Dankness, DNA Genetics, and Little Chief. Tangie Ghost Train is a cross between DNA Genetics’ Tangie and Rare Dankness’s Ghost Train Haze #1. Expressing bulbous, golf-ball shaped buds with a dense structure and light orange hue, Tangie Ghost Train is as delicious as it looks. The trichome-covered buds reek of cedar and candied oranges with a tangy, pungent finish. This sativa-dominant strain is perfect for overcoming chronic fatigue. ",,Orange Earthy Citrus Sweet Sour Herbal Tangy Citrus Orange Pungent,"Cerebral Euphoria Happy Relaxing Uplifting Cerebral Euphoria Happy Relaxing Uplifting Uplifted,Happy,Energetic,Euphoric,Focused",4.7,tangie-ghost-train,0.0,0.0,0.0,0.01,,0.005,0.0,0.0,0.0,0.0,0.04,0.0,0.025,0.0,0.145,0.025,0.02,0.06999999999999999,0.005,0.05500000000000002,0.395,0.115,0.05,0.065,0.0,0.0,,7.07,0.01,4.86,0.03,0.07,0.01,0.085,,,0.08,0.465,0.105,16.3,0.0,2.0,0.0
1761,optimus-prime,hybrid,0.75,0.25,0.2,"There is a very good reason why the strain shares its name with the leader of the Autobots, it is known for creating spongy, spear-shaped and large buds that will keep you coming back for more. It is also better known as 3x Crazy and originates from British Columbia, Canada. It is a cross between Mayne Island and BC Sweet Tooth. Being an indica dominated strain it has a 75:25 indica/sativa ratio. It has a sour lemon and mixed berry flavor which is appreciated by all. The high is known for creeping up on you when you least expect it. However, gradually you will feel relaxed all the while experiencing couch-lock symptoms. Do not be surprised if your mind starts wandering and you come up with new and creative ideas that you will want to work on. However, the strain is recommended for evening time use and can help ease pains and aches. But that is not all, as it also gives you the munchies, which is perfect for patients suffering anorexia. Furthermore, some individuals may even find the strain to be extremely useful in order to stay focused at the same time.",,,Sweet Sour Lemon Berry Mint,Euphoria Euphoria,,optimus-prime,,,,,,,,0.0,,,,,0.0,,0.0,,0.54,0.255,,0.52,0.09,,0.0,0.0,,,15.976666666666668,1.1566666666666665,,,,0.27,0.045,0.07500000000000001,,,0.19,0.36,0.01,,3.0,0.0,0.0
1762,the-white-angel,hybrid,0.5,0.5,0.3,"The White Angel, also known as “White Angel OG,” is a rare evenly balanced hybrid strain (50% indica/50% sativa) created as a triple backcross of","The White Angel (AKA White Angel OG) is an award-winning strain and longstanding veteran of the Los Angeles cannabis community. The breeders, also called White Angel, created this strain by crossing a triple backcrossed White Widow with the potent California native, SFV OG. This perfect 50/50 hybrid consistently tests at or above 30% total THC. The White Angel’s rich aroma is a seductive perfume of pine and sweet citrus. It has a well-developed bud structure and robust resin production, and offers consumers deep relaxation alongside pain and insomnia relieving attributes. ",,Citrus Sweet Diesel Pungent Herbal Pine Diesel Pungent Pine,"Aroused Happy Relaxing Sleepy Uplifting Aroused Happy Relaxing Sleepy Uplifting Aroused,Relaxed",4.2,the-white-angel,,,,,,0.0,0.013999999999999999,0.02,0.0,0.005,0.023,0.0,0.141,0.0,0.004,0.077,0.073,0.049,0.0,0.262,0.37,,0.092,0.431,0.0,0.0,,1.16,0.0,29.86,0.0,0.0,0.07,0.0,0.0,0.0,1.07,0.11,0.0,,0.0,0.0,1.0
1763,trainwreck-2,hybrid,0.2,0.8,0.02,"The trainwreck #2 is an A grade potent sativa hybrid. Although the exact combination of strains that resulted in this is not known, it is speculated that this strain is the result of crossing OG Kush and Neville's Wreck. The sativa/indica ratio for this is near 80:20. This makes the trainwreck #2 an extremely potent smoke with a THC level nearing 22%. Like many other sativa strains, this one has similar medicinal uses. Besides using it as anxiety/pain medication, it is also prescribed to people with suffering from ADD and/or PTSD (post-traumatic stress disorder). When inhaled, the smoker feels an instant buzz followed by an overwhelming surge of euphoria boosting attentiveness, creativity and happiness. The smell of this strain is rather unique. It is hard to put a finger on what it is but the most accurate guess would be a mix of pine and flowers. The taste is similar. It is sweet and sour with a piney undertone that even leaves an aftertaste. Physically the strain is very dense which gives it a moist look. It is generally dark swampy green with lots of crystallization.",,,Earthy Sweet Floral Pine Woody,Cerebral Giggly Happy Sociable Uplifting Cerebral Giggly Happy Sociable Uplifting,,trainwreck-2,,,,,,,,0.67,,,,,0.0,,0.0,,1.42,0.0,,0.23,0.58,,0.0,0.0,,,14.34,0.33,,,,,0.14,0.18,,,0.71,,0.03,,1.0,0.0,0.0
1764,timewreck,hybrid,0.3,0.7,0.27,Timewreck is a sativa dominant hybrid (70% sativa/30% indica) strain created through a cross of the powerful,"Bred by TGA Genetics, Timewreck is a 70% sativa cross between Vortex and Blood Wreck (Chernobyl x Qrazy Train). The sour, fruity flavors of Vortex enliven Trainwreck’s subtle earthy aromas with pungent notes of lemon, lime, sandalwood, and pear. Timewreck’s High Times Cup-winning THC content delivers potent relief to severe medical symptoms, but novice consumers should be wary of this sativa’s intensity. In large doses, Timewreck induces a disorienting euphoria that begins to justify this strain’s name, but smaller amounts are more likely to bring on engaged creativity and energy. Timewreck typically produces moderate indoor yields following its 60 to 70 day flowering time.",,Earthy Sweet Sour Fruity Lemon Lime Pungent Woody Citrus Pepper Grapefruit,"Cerebral Creative Energizing Euphoria Happy Sociable Uplifting Cerebral Creative Energizing Euphoria Happy Sociable Uplifting Euphoric,Happy,Uplifted,Talkative,Giggly",4.4,timewreck,,,,,,,,0.354,,,,,0.981,,0.11200000000000004,,0.5389999999999999,0.7150000000000001,,0.627,0.15200000000000002,,0.0,0.425,,,18.69,0.7463636363636362,,,,0.25,0.09700000000000003,0.102,,,0.4918181818181818,0.32,0.042222222222222223,,11.0,0.0,0.0
1765,skunk-1,hybrid,0.65,0.35,0.17,"Skunk #1, also known as “#1” or simply as “Skunk,"" actually has less THC than its reputation might suggest: about 15-19% tops. But this remains one of the most famous strains of all time, born three decades ago in Holland, where breeders crossed multiple strains from South and Central America, Thailand, and Afghanistan. The result became a staple in itself and spawned countless hybrids containing its genes. True to its name, Skunk #1 smells decidedly skunky, while the taste is a mix of sour and earthy flavors. This is an indica-dominant strain (35:65 sativa/indica ratio) best used late in the day. Though it comes with a head buzz that belies its indica genes, Skunk #1 also provides deep-body relaxation. The head high is energetic and creative, while the body high is peaceful and soothing. It can be used to treat anxiety and other mental disorders, as well as chronic pain, headaches, and lack of appetite. This strain remains highly popular in Amsterdam, and though it can be found across the United States, it's mostly found on the West Coast, Arizona, and Colorado. Dry mouth is the most common problem associated with this strain, as well as paranoia and red eyes.","Skunk #1 is a hybrid strain that has influenced cannabis on a global scale, parenting a horde of Skunk crosses since it first bloomed in the late 1970s. Sacred Seed Co. originally bred Skunk #1 using diverse genetics from around the world; Afghani, Acapulco Gold, and Colombian Gold varieties converged through an intricate selective breeding process that spanned several generations, and finally the genetic cornerstone of countless cannabis hybrids was born. The original Skunk #1 gave rise to several variations that were later harvested in the gardens of Sensi Seeds, Dutch Passion, Flying Dutchmen, Nirvana Seeds, and Royal Queen Seeds. As its name suggests, Skunk #1 buds radiate with an aromatic blend of sour skunkiness and subtle earthy notes. This hybrid offers elevated creativity through its high-energy buzz, while stress and appetite loss melt away with Skunk #1’s potency.",,Earthy Sweet Sour Skunky Pungent Skunk Earthy Pungent,"Body High Cerebral Relaxing Body High Cerebral Relaxing Euphoric,Creative,Relaxed,Happy,Hungry",4.1,skunk-1,,,,,,0.0,0.019,0.19816666666666666,0.0,0.034,0.027999999999999997,0.0,1.3813333333333333,0.0,0.19038888888888889,0.023,0.4784444444444445,0.19699999999999998,0.0,0.6731111111111109,0.2930555555555556,,0.005055555555555554,0.35516666666666663,0.0,0.0,14.111304347826092,0.5933333333333332,0.08,15.51,0.02,0.071,0.4990909090909091,0.1341176470588235,0.0,0.0,0.4205263157894737,0.11333333333333336,0.04800000000000002,,23.0,0.0,1.0
1766,trinity,hybrid,0.25,0.75,0.185,"Trinity is a sativa-dominant hybrid (sativa/indica ratio of 75:25) that has a devoted following despite its rarity. This strain's family history remains something of a mystery, though it apparently resulted from the crossing of several sativa strains out of Northern California. With THC levels that can reach 20%, Trinity delivers a potent head high that can clear away the blues and spur creativity. The euphoric effects are deeply relaxing and upbeat. CBD levels, meanwhile, are uncertain but probably quite low. In other words, Trinity is not a leading choice for conditions that respond to CBD. This strain is especially useful in treating depression, anxiety, and stress, as well as chronic pain and migraines. The limited indica genes also make this a strong option for treating insomnia. Dry mouth is a common adverse effect, as are red eyes, while anxiety and paranoia are also reported. The flavor and aroma are predominantly skunky, with sweet, pungent undertones. Trinity is most often found in Colorado and the Pacific Northwest, but even there it's scarce. Its sativa genetics and relative potency make it a highly sought-after strain, even in places where it's hard to find.","A rumored hard to find strain, Trinity is known to have a strong skunk-like smell with an uplifting high.",,Earthy Citrus Sweet Chemical Pungent Lemon Skunky Pine Woody Earthy Pungent Skunk,"Energizing Euphoria Focus Happy Uplifting Energizing Euphoria Focus Happy Uplifting Happy,Uplifted,Euphoric,Relaxed,Aroused",4.3,trinity,,,,,,,,0.17600000000000002,,,,,0.4728181818181818,0.085,0.028181818181818183,,0.8644545454545454,0.6275454545454546,,0.19672727272727275,0.3526363636363636,,0.005454545454545454,0.18363636363636365,,,14.691666666666665,0.8016666666666666,,,,0.1,0.09153846153846157,0.08888888888888889,,,0.2942857142857142,0.19625,0.06375,,18.0,0.0,0.0
1767,gods-gift,hybrid,0.9,0.1,0.27,"God's Gift is an indica dominated strain (90:10 indica / sativa ratio) with a staggering 27% THC level. It is the potent offspring of Granddaddy Purple and OG Kush, which should explain its pain-relieving properties. It has an exceptional flavor that most people relish and enjoy, but it tastes quite similar to Granddaddy Purple but with lemon after-tones and a hint of fresh citrus. Additionally, it has a strong aroma like that of berries. Even though it should be extremely purple, it is actually covered by gleaming white crystals and is quite dense. Considering its blend, it offers a high unlike any other. After smoking it, you will be left in a dreamy and peaceful daze. Do not be surprised if you want to end up hugging onto your couch for dear life before the high gradually begins to disappear. A few hits of the strain are more than enough to make you sleep for hours. But this is not necessarily a bad thing as it is perfect for individuals looking for a pain reliever. Moreover, it is highly effective as a stress reliever and at naturally boosting your appetite.","A strain that became popular in California dispensaries in 2005, God's Gift contains flavors of grape, citrus, and hash. Its parents are Granddaddy Purple and OG Kush. No matter what your belief system, this strain is a 'gift' with its strong THC content of 18-22%. Its flowering time usually takes approximately 8-9 weeks.",,Earthy Citrus Sweet Grape Spicy Berry Woody Grape Earthy Sweet,"Euphoria Happy Relaxing Sleepy Euphoria Happy Relaxing Sleepy Relaxed,Happy,Euphoric,Sleepy,Hungry",4.5,gods-gift,,,,,,0.0,0.003,0.2938928571428571,0.0,0.0,0.0,0.0,0.9157142857142856,0.087,0.023928571428571428,0.055999999999999994,0.6483214285714286,0.5572142857142858,0.0,0.4267142857142857,0.4222500000000001,,0.002357142857142857,0.3445357142857143,0.0,0.0,17.46604651162791,0.8045454545454546,0.16,15.54,0.0,0.0846153846153846,0.11303030303030305,0.10419354838709677,0.0,0.0,0.3858064516129032,0.21600000000000005,0.05434782608695653,,43.0,0.0,1.0
1768,dream-queen,hybrid,0.3,0.7,0.205,"Dream Queen is the potent and popular progeny of two legendary strains, Blue Dream and Space Queen. It's a sativa-dominant hybrid with a sativa/indica ratio of between 70:30 and meaning a creative, euphoric, happy head high driven by THC levels that can exceed 19% in some tests. This strain has a fairly high CBD content, roughly 0.5%, but that's not high enough to recommend it as a front-line form of treatment for seizure disorders or other conditions that respond to CBD preparations. Instead, Dream Queen can be used as an effective treatment for fatigue, nausea, stress, and lack of appetite (it induces powerful munchies). There are earthy notes of sage and tar to the flavor, while the aroma is earthy and rubbery. The nugs are light green and amber with a glistening coat of trichomes. Watery eyes and cottonmouth are both widely reported with this strain, while dizziness and paranoia are possible but much less likely. Dream Queen is a California original, found in medical marijuana dispensaries up and down the state, though it also appears occasionally in Oregon.","Dream Queen is an aptly named sativa-dominant hybrid that will leave you in a euphoric, dream-like state after a few puffs. A cross of two beloved strains, Blue Dream and Space Queen, it offers intense odors reminiscent of pineapple and bubblegum, and flavors of citrus, menthol and hash when vaped or smoked. Dream Queen’s very frosty, light green flowers will have you sticking your nose back in the jar again and again to experience their delicious fruity aroma.",,Earthy Mango Sweet Pineapple Bubble Gum Tropical Fruity Pine Woody Citrus Sweet Earthy,"Creative Energizing Euphoria Happy Uplifting Creative Energizing Euphoria Happy Uplifting Happy,Uplifted,Euphoric,Relaxed,Energetic",4.3,dream-queen,,,,,,0.0,0.0026000000000000003,0.028071428571428574,0.0,0.0001,0.0006000000000000001,0.0001,0.4121428571428572,0.2138,0.0007857142857142857,0.0709,0.5337857142857144,0.5431428571428573,0.0,0.39671428571428574,0.6650714285714285,,0.040785714285714286,0.08514285714285715,0.0,0.0,18.244,0.872,0.0,17.063,0.0,0.0,0.07428571428571429,0.035,0.0,0.003,1.1613333333333336,0.1109090909090909,0.03538461538461539,,5.0,0.0,10.0
